order_id,customer_id,order_date,category,price_per_unit,quantity,total_amount,discount_rate,final_amount,payment_method,order_status,review_score,city,delivery_days,review_missing_flag,delivery_days_missing_flag
ORD002191,CUST00994,2023-03-22,Health,373782.4,1,373782.4,0.5,186891.2,Debit Card,Cancelled,4.0,Semarang,,1,1
ORD019193,CUST04656,2023-02-12,Electronics,115987.54,1,115987.54,0.3,81191.28,Debit Card,Delivered,1.0,Tangerang,7.0,0,1
ORD016839,CUST04889,2022-09-06,F&B,585510.1,1,585510.1,0.2,468408.08,Debit Card,Delivered,4.0,Bandung,2.0,1,0
ORD009014,CUST03645,2023-08-16,Sports,3179755.8,1,3179755.8,0.15,2702792.43,Debit Card,Shipped,5.0,Medan,,0,1
ORD008190,CUST01440,2022-01-08,Automotive,38946.22,1,38946.22,0.25,29209.67,COD,Delivered,4.0,Surabaya,14.0,1,0
ORD001368,CUST03447,2022-11-05,Automotive,41031.04,2,82062.08,0.25,61546.56,Credit Card,Delivered,5.0,Makassar,6.0,0,0
ORD003713,CUST02452,2022-10-20,Automotive,115210.1,1,115210.1,0.0,115210.1,Credit Card,Delivered,5.0,Tangerang,6.0,0,0
ORD005451,CUST00283,2022-05-02,Electronics,1055459.23,1,1055459.23,0.0,1055459.23,Bank Transfer,Shipped,1.0,Semarang,,0,1
ORD017773,CUST04885,2021-07-19,Health,113896.22,5,569481.1,0.2,455584.88,E-Wallet,Processing,3.0,Bogor,,0,1
ORD015639,CUST04011,2023-11-28,Sports,124740.62,1,124740.62,0.3,87318.43,E-Wallet,Delivered,1.0,Palembang,3.0,0,0
ORD001001,CUST02388,2023-02-11,Electronics,524519.12,4,2098076.48,0.0,2098076.48,Bank Transfer,Processing,5.0,Medan,,0,1
ORD007762,CUST00050,2023-05-24,Toys,127216.92,3,381650.76,0.0,381650.76,COD,Delivered,5.0,Palembang,10.0,0,0
ORD003554,CUST01778,2022-01-29,Books,367498.19,1,367498.19,0.3,257248.73,Debit Card,Delivered,5.0,Tangerang,3.0,0,0
ORD001668,CUST04684,2022-12-08,Books,5000.0,1,5000.0,0.0,5000.0,Debit Card,Delivered,4.0,Palembang,2.0,0,0
ORD003174,CUST02048,2022-12-24,Home & Living,110060.45,5,550302.25,0.25,412726.69,Bank Transfer,Processing,5.0,Makassar,,0,1
ORD015741,CUST04542,2022-06-03,Health,141476.55,3,424429.65,0.0,424429.65,E-Wallet,Delivered,4.0,Jakarta,3.0,0,0
ORD019821,CUST01641,2023-09-08,Home & Living,206341.62,1,206341.62,0.0,154756.21,E-Wallet,Processing,4.0,Jakarta,,0,1
ORD000489,CUST02321,2023-04-17,Sports,198738.0,2,397476.0,0.0,397476.0,Debit Card,Delivered,5.0,Depok,2.0,0,0
ORD019038,CUST02122,2023-01-08,Toys,423504.36,1,423504.36,0.05,402329.14,Bank Transfer,Delivered,3.0,Semarang,10.0,0,0
ORD012976,CUST01863,2022-05-10,Automotive,5947496.46,3,17842489.38,0.05,16950364.91,Credit Card,Delivered,4.0,Semarang,7.0,0,0
ORD007849,CUST01905,2022-05-31,Fashion,36605.92,1,36605.92,0.15,31115.03,E-Wallet,Delivered,3.0,Surabaya,11.0,0,0
ORD005705,CUST03669,2023-01-09,F&B,73617.31,10,736173.1,0.5,368086.55,Credit Card,Cancelled,3.0,Palembang,,0,1
ORD008134,CUST04443,2023-09-07,Automotive,316779.3,3,950337.9,0.15,807787.21,E-Wallet,Delivered,3.0,Jakarta,7.0,0,1
ORD017088,CUST01591,2023-10-31,Health,89369.41,1,89369.41,0.3,62558.59,Bank Transfer,Delivered,5.0,Bandung,14.0,0,0
ORD005106,CUST03622,2021-05-31,Books,196145.88,1,196145.88,0.0,196145.88,Bank Transfer,Delivered,4.0,Tangerang,8.0,0,0
ORD019284,CUST00939,2021-10-19,Automotive,15609.91,1,15609.91,0.0,15609.91,Bank Transfer,Delivered,1.0,Bogor,9.0,0,0
ORD003292,CUST02562,2021-03-27,Sports,834475.68,1,834475.68,0.0,834475.68,E-Wallet,Shipped,4.0,Depok,,0,1
ORD008126,CUST02731,2022-06-23,Fashion,115986.09,1,115986.09,0.25,86989.57,Bank Transfer,Delivered,5.0,Semarang,3.0,0,0
ORD011866,CUST04344,2021-12-14,Books,659385.81,2,1318771.62,0.0,1318771.62,COD,Delivered,4.0,Jakarta,12.0,0,0
ORD013381,CUST04831,2022-11-11,Toys,84183.07,1,84183.07,0.0,84183.07,Credit Card,Delivered,5.0,Jakarta,3.0,0,0
ORD009520,CUST01157,2021-12-22,Fashion,45119.73,1,45119.73,0.15,38351.77,COD,Delivered,4.0,Bogor,11.0,0,0
ORD013966,CUST01171,2022-09-12,Health,62266.99,2,124533.98,0.3,87173.79,Bank Transfer,Cancelled,4.0,Bandung,,0,1
ORD014288,CUST01937,2022-11-15,Books,301155.94,2,602311.88,0.5,301155.94,Credit Card,Delivered,2.0,Medan,9.0,0,0
ORD013599,CUST02683,2022-06-28,Books,315796.29,1,315796.29,0.0,315796.29,Bank Transfer,Shipped,5.0,Tangerang,,0,1
ORD019414,CUST03599,2023-03-02,Sports,57297.36,1,57297.36,0.1,51567.62,COD,Delivered,5.0,Depok,7.0,0,0
ORD004441,CUST03458,2022-06-13,Beauty,259518.35,1,259518.35,0.0,259518.35,Debit Card,Shipped,5.0,Bogor,,0,1
ORD010056,CUST04345,2021-07-12,Sports,58385.83,5,291929.15,0.0,291929.15,E-Wallet,Delivered,4.0,Palembang,13.0,0,0
ORD017371,CUST00797,2022-12-03,Automotive,1739645.07,1,1739645.07,0.25,1304733.8,Bank Transfer,Delivered,4.0,Bogor,3.0,0,0
ORD019918,CUST04740,2021-05-19,F&B,225534.6,20,4510692.0,0.0,4510692.0,Unknown,Cancelled,5.0,Palembang,,0,1
ORD019664,CUST00229,2022-01-13,Fashion,41231.23,2,82462.46,0.0,82462.46,Debit Card,Cancelled,4.0,Makassar,,1,1
ORD019813,CUST04685,2022-01-19,F&B,262959.71,3,788879.13,0.3,552215.39,E-Wallet,Delivered,5.0,Tangerang,2.0,0,0
ORD015505,CUST04246,2021-08-28,Sports,208247.16,2,416494.32,0.1,374844.89,COD,Cancelled,4.0,Semarang,,0,1
ORD015578,CUST03236,2022-04-04,Sports,132270.78,1,132270.78,0.25,99203.08,E-Wallet,Delivered,4.0,Tangerang,7.0,0,0
ORD005239,CUST03963,2022-07-08,Health,28720.84,3,86162.52,0.0,86162.52,COD,Processing,5.0,Palembang,,0,1
ORD014647,CUST00100,2023-08-28,Beauty,977042.47,2,1954084.94,0.3,1367859.46,COD,Delivered,4.0,Bogor,3.0,1,0
ORD015553,CUST02194,2022-04-11,Books,876454.54,2,1752909.08,0.3,1227036.36,COD,Delivered,2.0,Semarang,5.0,0,0
ORD017583,CUST03715,2021-05-27,Toys,65777.44,2,131554.88,0.0,131554.88,Debit Card,Delivered,2.0,Depok,8.0,0,0
ORD012374,CUST03305,2023-05-29,Toys,79077.7,3,237233.1,0.2,189786.48,Debit Card,Delivered,1.0,Bogor,7.0,0,0
ORD019474,CUST01331,2021-05-28,Health,191347.99,1,191347.99,0.05,181780.59,Credit Card,Delivered,4.0,Bogor,1.0,1,0
ORD013670,CUST03181,2022-08-31,Fashion,298924.59,3,896773.77,0.3,627741.64,Debit Card,Cancelled,5.0,Tangerang,,0,1
ORD007520,CUST02450,2022-03-16,Home & Living,525338.05,4,2101352.2,0.3,1470946.54,E-Wallet,Processing,4.0,Tangerang,,0,1
ORD009992,CUST03956,2021-05-30,Health,1584730.44,1,1584730.44,0.15,1347020.87,E-Wallet,Delivered,4.0,Tangerang,9.0,1,0
ORD009207,CUST02173,2021-12-31,Fashion,127432.21,2,254864.42,0.25,191148.32,Bank Transfer,Shipped,3.0,Jakarta,,0,1
ORD010226,CUST01130,2021-11-22,Beauty,88501.04,1,88501.04,0.15,75225.88,E-Wallet,Cancelled,3.0,Medan,,0,1
ORD004471,CUST02003,2021-12-30,Automotive,29773.41,20,595468.2,0.05,565694.79,COD,Delivered,4.0,Makassar,7.0,1,1
ORD017276,CUST01930,2021-12-25,Electronics,524772.12,2,1049544.24,0.0,1049544.24,Credit Card,Delivered,3.0,Semarang,3.0,0,0
ORD010986,CUST01110,2021-08-03,Books,171621.61,20,3432432.2,0.2,2745945.76,Credit Card,Shipped,5.0,Semarang,,0,1
ORD001970,CUST02126,2021-07-14,Automotive,106084.61,3,318253.83,0.05,302341.14,Debit Card,Shipped,4.0,Bogor,,1,1
ORD012596,CUST04763,2021-07-12,Electronics,90792.31,1,90792.31,0.0,90792.31,Credit Card,Delivered,1.0,Semarang,6.0,0,0
ORD005758,CUST02322,2023-04-26,Toys,140131.73,1,140131.73,0.5,70065.87,Credit Card,Delivered,4.0,Bandung,4.0,0,0
ORD013606,CUST01433,2023-10-26,Fashion,33443.51,1,33443.51,0.5,16721.76,Credit Card,Delivered,5.0,Semarang,6.0,0,0
ORD007596,CUST01981,2021-04-08,Beauty,405724.99,1,405724.99,0.0,202862.49,E-Wallet,Shipped,4.0,Bandung,,0,1
ORD009111,CUST01269,2021-07-05,Electronics,114004.99,10,1140049.9,0.15,969042.41,E-Wallet,Delivered,4.0,Medan,12.0,0,0
ORD003250,CUST03649,2021-11-11,Home & Living,46596.19,4,186384.76,0.2,149107.81,Bank Transfer,Shipped,4.0,Depok,,0,1
ORD006571,CUST03708,2022-12-15,Fashion,328609.65,1,328609.65,0.0,328609.65,E-Wallet,Shipped,4.0,Palembang,,0,1
ORD006639,CUST00446,2021-09-14,Fashion,1544592.17,1,1544592.17,0.2,1235673.74,Bank Transfer,Delivered,3.0,Palembang,10.0,0,0
ORD015399,CUST01803,2021-05-10,Automotive,31146.96,2,62293.92,0.15,52949.83,Debit Card,Delivered,5.0,Semarang,9.0,0,0
ORD012505,CUST03318,2021-11-21,Fashion,31560.86,1,31560.86,0.0,31560.86,Bank Transfer,Delivered,4.0,Unknown,2.0,0,0
ORD000126,CUST01909,2022-11-04,Beauty,576403.07,1,576403.07,0.1,518762.76,Unknown,Returned,5.0,Depok,,0,1
ORD016171,CUST01665,2023-12-24,Electronics,836182.24,1,836182.24,0.5,418091.12,Bank Transfer,Shipped,5.0,Semarang,,0,1
ORD005371,CUST04579,2023-03-18,Electronics,81672.92,1,81672.92,0.5,40836.46,E-Wallet,Delivered,2.0,Depok,7.0,0,0
ORD001240,CUST04987,2022-11-20,Sports,118186.27,4,472745.08,0.0,472745.08,COD,Delivered,4.0,Palembang,13.0,0,0
ORD002290,CUST00028,2022-05-26,F&B,576530.16,3,1729590.48,0.0,1729590.48,Credit Card,Cancelled,5.0,Tangerang,,0,1
ORD008468,CUST02221,2022-07-08,Electronics,346670.35,1,346670.35,0.1,312003.32,E-Wallet,Returned,5.0,Tangerang,,0,1
ORD001230,CUST00475,2022-05-03,Home & Living,148577.02,1,148577.02,0.5,74288.51,E-Wallet,Shipped,4.0,Depok,,1,1
ORD009201,CUST00579,2021-06-20,F&B,288767.45,1,288767.45,0.2,231013.96,Bank Transfer,Delivered,5.0,Palembang,11.0,0,0
ORD006981,CUST01670,2021-11-28,Sports,58413.11,1,58413.11,0.15,49651.14,Debit Card,Processing,5.0,Makassar,,0,1
ORD005179,CUST02766,2022-06-21,Toys,55260.17,1,55260.17,0.05,52497.16,Debit Card,Delivered,5.0,Semarang,13.0,0,0
ORD010725,CUST00347,2023-08-13,Fashion,192336.58,2,384673.16,0.0,384673.16,E-Wallet,Delivered,4.0,Makassar,8.0,0,0
ORD001059,CUST04478,2022-12-04,Sports,865409.74,4,3461638.96,0.05,3288557.01,Credit Card,Delivered,4.0,Medan,7.0,0,0
ORD006263,CUST03080,2022-12-13,F&B,39223.14,3,117669.42,0.5,58834.71,COD,Processing,4.0,Bogor,,0,1
ORD015361,CUST03312,2023-06-26,Health,437614.15,1,437614.15,0.15,371972.03,Unknown,Delivered,1.0,Medan,10.0,0,0
ORD000282,CUST04091,2021-10-13,Sports,236451.92,2,472903.84,0.1,425613.46,Debit Card,Delivered,5.0,Palembang,7.0,0,1
ORD014847,CUST03672,2023-10-01,Health,287349.05,1,287349.05,0.05,272981.6,Credit Card,Delivered,4.0,Makassar,13.0,0,0
ORD000969,CUST02730,2021-10-07,Toys,49001.31,1,49001.31,0.0,49001.31,Credit Card,Delivered,5.0,Depok,12.0,0,0
ORD016002,CUST01712,2022-10-06,Toys,191928.55,2,383857.1,0.25,287892.82,Credit Card,Delivered,3.0,Tangerang,11.0,0,0
ORD001940,CUST03118,2021-05-16,Electronics,1095095.7,2,2190191.4,0.5,1095095.7,Credit Card,Shipped,4.0,Bogor,,0,1
ORD017659,CUST02368,2022-09-28,Sports,270228.64,1,270228.64,0.2,216182.91,Debit Card,Delivered,5.0,Unknown,7.0,0,0
ORD000620,CUST00260,2022-07-11,F&B,42463.33,1,42463.33,0.25,31847.5,Bank Transfer,Delivered,5.0,Semarang,4.0,0,0
ORD018310,CUST02615,2022-09-09,Electronics,31549.1,1,31549.1,0.0,31549.1,E-Wallet,Delivered,4.0,Makassar,8.0,0,0
ORD001743,CUST01514,2021-07-10,Beauty,15657.07,2,31314.14,0.15,26617.02,Bank Transfer,Shipped,2.0,Makassar,,0,1
ORD017775,CUST02113,2022-12-25,Health,126150.96,2,252301.92,0.2,201841.54,Bank Transfer,Processing,4.0,Medan,,0,1
ORD018588,CUST01521,2022-06-15,Automotive,252953.31,3,758859.93,0.0,758859.93,E-Wallet,Delivered,5.0,Medan,6.0,0,0
ORD014136,CUST02571,2022-05-02,Sports,87581.32,1,87581.32,0.1,78823.19,COD,Delivered,4.0,Makassar,2.0,1,0
ORD009848,CUST04757,2023-10-17,Toys,192488.24,2,384976.48,0.0,384976.48,Credit Card,Shipped,4.0,Bandung,,0,1
ORD003569,CUST03063,2022-11-23,Sports,90230.76,4,360923.04,0.15,306784.58,Credit Card,Delivered,5.0,Surabaya,10.0,0,0
ORD015564,CUST01264,2022-05-18,Beauty,30863.29,2,61726.58,0.5,30863.29,Debit Card,Delivered,3.0,Medan,2.0,0,0
ORD006117,CUST04287,2021-05-26,Automotive,84827.38,10,848273.8,0.3,593791.66,E-Wallet,Delivered,4.0,Unknown,13.0,0,0
ORD003179,CUST04262,2021-02-15,Home & Living,61508.29,5,307541.45,0.0,307541.45,COD,Shipped,5.0,Makassar,,0,1
ORD009500,CUST01180,2023-10-16,Toys,107665.55,5,538327.75,0.5,269163.88,COD,Delivered,5.0,Medan,2.0,0,0
ORD006100,CUST02318,2022-07-24,F&B,15685.5,2,31371.0,0.3,21959.7,E-Wallet,Delivered,3.0,Medan,7.0,0,1
ORD016960,CUST00107,2022-09-01,Automotive,604812.35,2,1209624.7,0.0,1209624.7,Bank Transfer,Delivered,5.0,Surabaya,14.0,0,0
ORD010553,CUST02299,2023-08-19,Electronics,62897.95,2,125795.9,0.2,100636.72,COD,Delivered,5.0,Semarang,6.0,0,0
ORD013995,CUST04327,2021-12-19,F&B,154518.97,1,154518.97,0.3,108163.28,Credit Card,Delivered,4.0,Tangerang,2.0,1,0
ORD019205,CUST03813,2022-06-25,Fashion,78221.68,3,234665.04,0.1,211198.54,Bank Transfer,Returned,5.0,Makassar,,0,1
ORD015636,CUST03599,2023-06-02,Fashion,395857.15,3,1187571.45,0.2,950057.16,Credit Card,Processing,4.0,Depok,,0,1
ORD006277,CUST00646,2023-10-05,Sports,16392.49,1,16392.49,0.0,16392.49,Bank Transfer,Delivered,5.0,Palembang,8.0,0,0
ORD009473,CUST01239,2021-11-02,F&B,232246.47,2,464492.94,0.1,418043.65,Bank Transfer,Shipped,4.0,Palembang,,0,1
ORD013150,CUST00663,2023-03-31,Sports,182152.5,2,364305.0,0.2,291444.0,E-Wallet,Delivered,4.0,Depok,3.0,0,0
ORD011084,CUST01383,2023-04-02,Beauty,195684.23,1,195684.23,0.2,156547.38,Credit Card,Delivered,5.0,Semarang,13.0,0,0
ORD005725,CUST00201,2021-06-15,Toys,164723.8,4,658895.2,0.0,658895.2,Bank Transfer,Delivered,4.0,Medan,1.0,0,0
ORD010832,CUST00714,2021-10-05,Home & Living,158624.97,5,793124.85,0.0,793124.85,Debit Card,Delivered,4.0,Bandung,9.0,0,0
ORD016654,CUST02590,2021-06-07,Books,165101.09,1,165101.09,0.15,140335.93,COD,Returned,4.0,Semarang,,0,1
ORD000630,CUST03857,2021-04-14,Fashion,107032.82,3,321098.46,0.0,321098.46,E-Wallet,Delivered,2.0,Bogor,10.0,0,0
ORD011971,CUST04885,2021-07-05,Health,139572.38,2,279144.76,0.25,209358.57,Bank Transfer,Delivered,5.0,Makassar,7.0,0,0
ORD006431,CUST02310,2022-02-13,Health,81404.81,1,81404.81,0.3,56983.37,E-Wallet,Shipped,5.0,Palembang,,0,1
ORD003375,CUST01869,2022-01-03,Books,1775592.1,1,1775592.1,0.3,1242914.47,COD,Processing,3.0,Tangerang,,0,1
ORD012589,CUST02733,2021-12-24,Health,53561.03,1,53561.03,0.0,53561.03,Debit Card,Delivered,5.0,Jakarta,14.0,0,0
ORD013761,CUST00907,2021-08-10,Toys,144810.14,2,289620.28,0.15,246177.24,COD,Delivered,4.0,Depok,7.0,0,1
ORD010239,CUST03247,2022-11-20,Fashion,149224.21,3,447672.63,0.25,335754.47,Debit Card,Delivered,5.0,Semarang,11.0,0,0
ORD002114,CUST00084,2021-09-17,Electronics,95047.35,1,95047.35,0.0,95047.35,Credit Card,Delivered,5.0,Bandung,4.0,0,0
ORD003217,CUST04447,2022-07-30,Automotive,100722.05,4,402888.2,0.5,201444.1,E-Wallet,Shipped,4.0,Medan,,0,1
ORD013126,CUST02026,2022-12-22,Automotive,180376.57,3,541129.71,0.3,378790.8,COD,Delivered,5.0,Jakarta,12.0,0,0
ORD003815,CUST00728,2023-01-29,Books,1937800.57,4,7751202.28,0.3,5425841.6,Credit Card,Delivered,4.0,Bogor,8.0,0,0
ORD008322,CUST02535,2021-12-15,Automotive,309082.11,2,618164.22,0.3,432714.95,Unknown,Cancelled,5.0,Surabaya,,0,1
ORD003156,CUST00154,2023-01-11,Books,68271.13,1,68271.13,0.5,34135.57,Debit Card,Shipped,3.0,Semarang,,0,1
ORD014297,CUST02001,2022-10-17,Beauty,130574.76,1,130574.76,0.0,130574.76,Debit Card,Shipped,4.0,Makassar,,1,1
ORD002279,CUST00835,2022-12-30,Home & Living,143600.25,2,287200.5,0.0,244120.42,Credit Card,Delivered,4.0,Bogor,4.0,0,0
ORD004600,CUST04375,2022-03-30,Home & Living,624949.28,100,1249898.56,0.0,1249898.56,Debit Card,Returned,5.0,Surabaya,,0,1
ORD000014,CUST02060,2021-01-24,Fashion,124127.98,2,248255.96,0.15,211017.57,E-Wallet,Delivered,2.0,Jakarta,12.0,0,0
ORD001647,CUST03845,2022-11-22,Fashion,183080.47,3,549241.41,0.15,466855.2,COD,Delivered,4.0,Semarang,11.0,0,0
ORD017910,CUST02840,2023-05-27,Home & Living,31518.89,2,63037.78,0.3,44126.45,Credit Card,Cancelled,5.0,Palembang,,0,1
ORD002366,CUST01497,2023-05-12,Books,323002.48,10,3230024.8,0.0,3230024.8,Credit Card,Delivered,3.0,Surabaya,11.0,0,0
ORD004649,CUST00572,2021-09-08,Sports,27667.43,1,27667.43,0.15,23517.32,COD,Delivered,5.0,Palembang,7.0,0,1
ORD012198,CUST04701,2023-07-13,Health,89215.54,2,178431.08,0.15,151666.42,Debit Card,Delivered,2.0,Jakarta,10.0,0,0
ORD018887,CUST04303,2023-12-05,Sports,513455.04,2,1026910.08,0.5,513455.04,Bank Transfer,Delivered,5.0,Surabaya,8.0,0,0
ORD000526,CUST03253,2023-12-10,Fashion,172081.56,1,172081.56,0.1,154873.4,Credit Card,Shipped,4.0,Palembang,,0,1
ORD009132,CUST01648,2022-05-06,Home & Living,144247.85,1,144247.85,0.0,144247.85,Bank Transfer,Cancelled,4.0,Bogor,,1,1
ORD011562,CUST04037,2022-08-07,Beauty,338504.65,3,1015513.95,0.05,964738.25,Credit Card,Delivered,5.0,Surabaya,4.0,0,0
ORD013911,CUST01205,2023-04-23,Automotive,83184.28,4,332737.12,0.05,316100.26,Bank Transfer,Delivered,5.0,Unknown,12.0,0,0
ORD012766,CUST02999,2022-06-01,Sports,100621.08,1,100621.08,0.0,100621.08,Unknown,Processing,4.0,Makassar,,1,1
ORD000530,CUST03564,2023-12-09,Automotive,1080510.24,1,1080510.24,0.15,918433.7,Unknown,Processing,4.0,Tangerang,,0,1
ORD015597,CUST03877,2023-06-23,Automotive,91463.02,1,91463.02,0.3,64024.11,Bank Transfer,Shipped,5.0,Medan,,0,1
ORD009462,CUST03433,2022-08-26,Home & Living,156095.8,1,156095.8,0.25,117071.85,Credit Card,Processing,3.0,Bogor,,0,1
ORD012474,CUST01732,2022-06-21,Sports,723051.53,1,723051.53,0.5,361525.77,Bank Transfer,Delivered,5.0,Makassar,2.0,0,0
ORD017779,CUST01325,2021-06-30,Automotive,337649.98,3,1012949.94,0.25,759712.45,Credit Card,Delivered,5.0,Bandung,12.0,0,0
ORD012202,CUST02158,2021-10-15,Fashion,35881.98,1,35881.98,0.0,35881.98,Credit Card,Delivered,5.0,Semarang,7.0,0,1
ORD012583,CUST03265,2021-11-06,Beauty,8630.05,10,86300.5,0.3,60410.35,E-Wallet,Delivered,4.0,Medan,13.0,0,0
ORD011172,CUST01012,2023-10-05,Sports,398722.84,1,398722.84,0.2,318978.27,Debit Card,Processing,3.0,Surabaya,,0,1
ORD012004,CUST03973,2023-06-29,Beauty,82837.39,1,82837.39,0.3,57986.17,Debit Card,Processing,5.0,Depok,,0,1
ORD006564,CUST01662,2023-07-24,Books,28360.26,3,85080.78,0.25,63810.58,COD,Delivered,2.0,Palembang,12.0,0,0
ORD015283,CUST02980,2023-09-14,Electronics,1842455.65,5,9212278.25,0.15,7830436.51,COD,Shipped,4.0,Bogor,,0,1
ORD018097,CUST02513,2021-10-26,Electronics,130070.22,2,260140.44,0.5,130070.22,Debit Card,Delivered,4.0,Jakarta,4.0,0,0
ORD015922,CUST03326,2021-06-18,Fashion,179577.66,2,359155.32,0.2,287324.26,Bank Transfer,Delivered,3.0,Bandung,7.0,0,0
ORD000956,CUST00835,2021-12-18,Sports,313664.83,1,313664.83,0.5,156832.42,COD,Shipped,4.0,Bandung,,0,1
ORD006676,CUST04659,2023-06-01,Sports,50388.26,1,50388.26,0.0,50388.26,COD,Delivered,3.0,Depok,4.0,0,0
ORD003454,CUST04885,2021-11-19,Health,63977.47,2,127954.94,0.5,63977.47,Credit Card,Processing,3.0,Medan,,0,1
ORD012804,CUST03929,2023-02-03,Toys,718812.49,3,2156437.47,0.05,2048615.6,Bank Transfer,Delivered,4.0,Bandung,12.0,1,0
ORD015141,CUST04484,2022-05-27,F&B,521635.85,4,2086543.4,0.15,1773561.89,E-Wallet,Delivered,5.0,Makassar,6.0,0,0
ORD008596,CUST04665,2021-08-19,Home & Living,99788.41,1,99788.41,0.0,99788.41,E-Wallet,Processing,3.0,Medan,,0,1
ORD002072,CUST02237,2023-06-11,Electronics,147198.67,1,147198.67,0.25,110399.0,E-Wallet,Delivered,3.0,Semarang,5.0,0,0
ORD000957,CUST02721,2021-12-26,Books,101710.95,1,101710.95,0.0,101710.95,Unknown,Cancelled,4.0,Tangerang,,0,1
ORD016543,CUST01503,2022-10-04,Beauty,677214.18,2,1354428.36,0.0,1354428.36,Debit Card,Delivered,3.0,Semarang,11.0,0,0
ORD014037,CUST04802,2022-06-13,F&B,5517.5,1,5517.5,0.2,4414.0,Unknown,Delivered,5.0,Medan,12.0,0,0
ORD007006,CUST01031,2023-12-14,Fashion,825828.06,1,825828.06,0.0,825828.06,Credit Card,Delivered,5.0,Bogor,6.0,0,0
ORD000353,CUST03930,2023-09-20,Books,267298.66,1,267298.66,0.2,213838.93,Credit Card,Delivered,3.0,Medan,1.0,0,0
ORD013519,CUST00329,2023-03-15,Fashion,347461.79,20,6949235.8,0.0,6949235.8,COD,Delivered,4.0,Surabaya,7.0,0,0
ORD016310,CUST03711,2021-08-01,Sports,120177.21,1,120177.21,0.15,102150.63,E-Wallet,Delivered,2.0,Surabaya,5.0,0,0
ORD006237,CUST02648,2023-07-18,Electronics,267278.49,2,534556.98,0.25,400917.73,E-Wallet,Delivered,5.0,Tangerang,11.0,0,0
ORD012733,CUST00710,2023-05-28,Toys,298470.25,2,596940.5,0.0,596940.5,COD,Delivered,3.0,Bandung,13.0,0,0
ORD008947,CUST03557,2022-03-06,Beauty,419239.96,1,419239.96,0.5,209619.98,Credit Card,Shipped,4.0,Bogor,,0,1
ORD014026,CUST00177,2023-06-16,F&B,256472.12,1,256472.12,0.0,256472.12,Credit Card,Delivered,5.0,Jakarta,2.0,0,0
ORD002921,CUST02378,2021-10-13,Fashion,64903.38,1,64903.38,0.1,58413.04,E-Wallet,Delivered,3.0,Tangerang,7.0,0,0
ORD015712,CUST04232,2023-05-23,Books,181079.9,1,181079.9,0.25,135809.92,Bank Transfer,Delivered,4.0,Surabaya,3.0,0,0
ORD004645,CUST01747,2023-12-27,Home & Living,129699.02,1,129699.02,0.3,90789.31,COD,Delivered,5.0,Bandung,1.0,0,0
ORD000662,CUST02587,2023-12-22,Electronics,848180.02,1,848180.02,0.3,593726.01,E-Wallet,Delivered,5.0,Semarang,6.0,0,0
ORD016083,CUST04312,2023-03-21,Home & Living,151734.0,20,3034680.0,0.2,2427744.0,Bank Transfer,Delivered,2.0,Jakarta,3.0,0,0
ORD007058,CUST02055,2021-12-29,Electronics,41341.28,3,124023.84,0.0,124023.84,E-Wallet,Shipped,4.0,Palembang,,0,1
ORD010182,CUST04120,2023-03-12,Beauty,28216.35,1,28216.35,0.15,23983.9,COD,Delivered,1.0,Semarang,3.0,0,0
ORD016691,CUST04063,2021-02-20,Books,93312.8,2,186625.6,0.1,167963.04,COD,Delivered,3.0,Bogor,7.0,0,1
ORD004791,CUST03368,2021-08-03,Electronics,56480.29,3,169440.87,0.1,152496.78,E-Wallet,Shipped,2.0,Makassar,,0,1
ORD002357,CUST02565,2021-03-03,Electronics,98720.67,3,296162.01,0.25,222121.51,Bank Transfer,Cancelled,3.0,Bogor,,0,1
ORD011895,CUST02844,2021-06-14,Automotive,29878.67,1,29878.67,0.1,26890.8,Debit Card,Delivered,5.0,Medan,3.0,0,0
ORD018312,CUST04235,2023-07-10,Beauty,41857.21,4,167428.84,0.0,167428.84,E-Wallet,Delivered,4.0,Semarang,1.0,0,0
ORD017651,CUST04910,2023-04-06,F&B,132707.09,1,132707.09,0.0,92894.96,Credit Card,Delivered,5.0,Makassar,7.0,0,1
ORD013613,CUST03520,2022-02-15,F&B,355208.57,1,355208.57,0.0,355208.57,Credit Card,Delivered,1.0,Bandung,6.0,0,0
ORD001561,CUST03524,2021-06-13,Toys,346429.81,1,346429.81,0.0,346429.81,Debit Card,Cancelled,4.0,Makassar,,0,1
ORD011788,CUST04190,2021-10-04,Sports,197829.61,1,197829.61,0.25,148372.21,E-Wallet,Shipped,4.0,Makassar,,0,1
ORD010327,CUST02264,2022-01-19,Health,402195.87,3,1206587.61,0.0,1206587.61,Bank Transfer,Delivered,4.0,Semarang,2.0,1,0
ORD007180,CUST00907,2022-04-11,F&B,76086.96,1,76086.96,0.1,68478.26,E-Wallet,Delivered,5.0,Surabaya,2.0,0,0
ORD015350,CUST02324,2023-06-03,Automotive,199689.51,4,798758.04,0.2,639006.43,E-Wallet,Cancelled,5.0,Surabaya,,0,1
ORD015314,CUST03306,2022-05-14,Health,968396.0,1,968396.0,0.5,484198.0,Credit Card,Cancelled,2.0,Medan,,0,1
ORD013259,CUST02623,2021-04-08,F&B,1447088.13,3,4341264.39,0.25,3255948.29,Bank Transfer,Delivered,5.0,Palembang,9.0,0,0
